Red wire,"{'Time': '0.5', 'Electronic circuit': '1', 'Copper cable': '1'}",{'Red wire': '1 '},"{'Prototype type': 'item', 'Required technologies': ['Circuit network (research)'], 'Internal name': 'red-wire', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200'}"
Green wire,"{'Time': '0.5', 'Electronic circuit': '1', 'Copper cable': '1'}",{'Green wire': '1 '},"{'Prototype type': 'item', 'Required technologies': ['Circuit network (research)'], 'Internal name': 'green-wire', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200'}"
Arithmetic combinator,"{'Time': '0.5', 'Electronic circuit': '5', 'Copper cable': '5'}",{'Arithmetic combinator': '1 '},"{'Prototype type': 'arithmetic-combinator', 'Health': '150', 'Energy consumption': '2 kw (electric)', 'Internal name': 'arithmetic-combinator', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Required technologies': ['Circuit network (research)'], 'Mining time': '0.1', 'Calculations per 60 UPS': '60', 'Map color': ['background-color:#006090']}"
Decider combinator,"{'Time': '0.5', 'Electronic circuit': '5', 'Copper cable': '5'}",{'Decider combinator': '1 '},"{'Prototype type': 'decider-combinator', 'Health': '150', 'Energy consumption': '2 kw (electric)', 'Internal name': 'decider-combinator', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Required technologies': ['Circuit network (research)'], 'Mining time': '0.1', 'Calculations per 60 UPS': '60', 'Map color': ['background-color:#006090']}"
Constant combinator,"{'Time': '0.5', 'Electronic circuit': '2', 'Copper cable': '5'}",{'Constant combinator': '1 '},"{'Prototype type': 'constant-combinator', 'Health': '120', 'Internal name': 'constant-combinator', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Required technologies': ['Circuit network (research)'], 'Mining time': '0.1', 'Calculations per 60 UPS': '60', 'Map color': ['background-color:#006090']}"
Power switch,"{'Time': '2', 'Electronic circuit': '2', 'Iron plate': '5', 'Copper cable': '5'}",{'Power switch': '1 '},"{'Wire reach': '9 tiles', 'Prototype type': 'power-switch', 'Health': '200', 'Internal name': 'power-switch', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Required technologies': ['Circuit network (research)'], 'Mining time': '0.2', 'Map color': ['background-color:#006090']}"
Programmable speaker,"{'Time': '2', 'Electronic circuit': '4', 'Iron plate': '3', 'Iron stick': '4', 'Copper cable': '5'}",{'Programmable speaker': '1 '},"{'Prototype type': 'programmable-speaker', 'Health': '150', 'Energy consumption': '2 kw (electric)', 'Internal name': 'programmable-speaker', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Required technologies': ['Circuit network (research)'], 'Mining time': '0.1', 'Map color': ['background-color:#006090']}"
Stone brick,"{'Time': '3.2', 'Stone': '2'}",{'Stone brick': '1 '},"{'Walking speed': '130%', 'Prototype type': 'item', 'Produced by': ['Stone furnace', 'Steel furnace', 'Electric furnace'], 'Internal name': 'stone-brick', 'Stack size': '100', 'Required technologies': 'None required', 'Map color': ['background-color:#303230'], 'Consumed by': ['Concrete', 'Electric furnace', 'Oil refinery', 'Steel furnace', 'Wall']}"
Concrete,"{'Time': '10', 'Iron ore': '1', 'Stone brick': '5', 'Water': '100'}",{'Concrete': '10'},"{'Walking speed': '140%', 'Prototype type': 'tile', 'Produced by': ['Assembling machine 2', 'Assembling machine 3'], 'Internal name': 'concrete', 'Stack size': '100', 'Required technologies': ['Concrete (research)'], 'Map color': ['background-color:#606060'], 'Consumed by': ['Artillery turret', 'Centrifuge', 'Hazard concrete', 'Nuclear reactor', 'Refined concrete', 'Rocket silo']}"
Hazard concrete,"{'Time': '0.25', 'Concrete': '10'}",{'Hazard concrete': '10'},"{'Walking speed': '140%', 'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'hazard-concrete', 'Stack size': '100', 'Required technologies': ['Concrete (research)'], 'Map color': ['background-color:#808000']}"
Refined concrete,"{'Time': '15', 'Steel plate': '1', 'Water': '100', 'Concrete': '20', 'Iron stick': '8'}",{'Refined concrete': '10'},"{'Walking speed': '150%', 'Prototype type': 'tile', 'Produced by': ['Assembling machine 2', 'Assembling machine 3'], 'Internal name': 'refined-concrete', 'Stack size': '100', 'Required technologies': ['Concrete (research)'], 'Map color': ['background-color:#606060'], 'Consumed by': ['Refined hazard concrete']}"
Refined hazard concrete,"{'Time': '0.25', 'Refined concrete': '10'}",{'Refined hazard concrete': '10'},"{'Walking speed': '150%', 'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'refined-hazard-concrete', 'Stack size': '100', 'Required technologies': ['Concrete (research)'], 'Map color': ['background-color:#808000']}"
Landfill,"{'Time': '0.5', 'Stone': '20'}",{'Landfill': '1 '},"{'Prototype type': 'tile', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'landfill', 'Stack size': '100', 'Required technologies': ['Landfill (research)'], 'Used to build Grass': 'Map color'}"
Cliff explosives,"{'Time': '8', 'Explosives': '10', 'Empty barrel': '1', 'Grenade': '1'}",{'Cliff explosives': '1 '},"{'Area of effect size': '1.5', 'Prototype type': 'projectile', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'cliff-explosives', 'Stack size': '20', 'Required technologies': ['Cliff explosives (research)'], 'Range': '10', 'Shooting speed': '2/s'}"
Repair pack,"{'Time': '0.5', 'Electronic circuit': '2', 'Iron gear wheel': '2'}",{'Repair pack': '1 '},"{'Prototype type': 'repair-tool', 'Required technologies': 'None required', 'Internal name': 'repair-pack', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '100'}"
Boiler,"{'Time': '0.5', 'Stone furnace': '1', 'Pipe': '4'}",{'Boiler': '1 '},"{'Energy consumption': '1.8 MW (burner)', 'Power output': '1.8 MW, (liquid heat)', 'Required technologies': 'None required', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '2×3', 'Prototype type': 'boiler', 'Health': '200', 'Internal name': 'boiler', 'Pollution': '30/m', 'Stack size': '50', 'Mining time': '0.2', 'Map color': ['background-color:#006090'], 'Resistances': 'Explosion: 0/30%, Fire: 0/90%, Impact: 0/30%', 'Valid fuel': ['Wood', 'Coal', 'Solid fuel', 'Rocket fuel', 'Nuclear fuel']}"
Steam engine,"{'Time': '0.5', 'Iron plate': '10', 'Iron gear wheel': '8', 'Pipe': '5'}",{'Steam engine': '1 '},"{'Power output': '900 kW', 'Required technologies': 'None required', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '3×5', 'Prototype type': 'generator', 'Health': '400', 'Internal name': 'steam-engine', 'Maximum temperature': '165 °C', 'Stack size': '10', 'Fluid consumption': '30/s', 'Mining time': '0.3', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/70%, Impact: 0/30%'}"
Steam turbine,"{'Time': '3', 'Iron gear wheel': '50', 'Pipe': '20', 'Copper plate': '50'}",{'Steam turbine': '1 '},"{'Power output': '5.8 MW', 'Required technologies': ['Nuclear power (research)'], 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '3×5', 'Prototype type': 'generator', 'Health': '300', 'Internal name': 'steam-turbine', 'Maximum temperature': '500 °C', 'Stack size': '10', 'Fluid consumption': '60/s', 'Mining time': '0.3', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/70%'}"
Solar panel,"{'Time': '10', 'Electronic circuit': '15', 'Copper plate': '5', 'Steel plate': '5'}",{'Solar panel': '1 '},"{'Prototype type': 'solar-panel', 'Health': '200', 'Power output': '60 kW (full daylight),  42 kW (average)', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Required technologies': ['Solar energy (research)'], 'Internal name': 'solar-panel', 'Mining time': '0.1', 'Map color': ['background-color:#182020'], 'Dimensions': '3×3', 'Consumed by': ['Satellite', 'Portable solar panel']}"
Accumulator,"{'Time': '10', 'Iron plate': '2', 'Battery': '5'}",{'Accumulator': '1 '},"{'Energy consumption': '5.0 MJ (electric)', 'Power output': '300 kW', 'Required technologies': ['Electric energy accumulators (research)'], 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Power input': '300 kW', 'Consumed by': ['Satellite'], 'Prototype type': 'accumulator', 'Health': '150', 'Internal name': 'accumulator', 'Stack size': '50', 'Mining time': '0.1', 'Map color': ['background-color:#686a68'], 'Dimensions': '2×2'}"
Nuclear reactor,"{'Time': '8', 'Advanced circuit': '500', 'Concrete': '500', 'Copper plate': '500', 'Steel plate': '500'}",{'Nuclear reactor': '1 '},"{'Energy consumption': '40 MW (burner)', 'Required technologies': ['Nuclear power (research)'], 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Prototype type': 'reactor', 'Health': '500', 'Internal name': 'nuclear-reactor', 'Dimensions': '5×5', 'Stack size': '10', 'Mining time': '0.5', 'Map color': ['background-color:#006090'], 'Maximum temperature': '1000 °C', 'Valid fuel': ['Uranium fuel cell']}"
Heat exchanger,"{'Time': '3', 'Pipe': '10', 'Copper plate': '100', 'Steel plate': '10'}",{'Heat exchanger': '1 '},"{'Energy consumption': '10 MW', 'Required technologies': ['Nuclear power (research)'], 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '2×3', 'Prototype type': 'boiler', 'Health': '200', 'Internal name': 'heat-exchanger', 'Maximum temperature': '1000 °C', 'Stack size': '50', 'Mining time': '0.1', 'Map color': ['background-color:#006090'], 'Resistances': 'Explosion: 0/30%, Fire: 0/90%, Impact: 0/30%'}"
Heat pipe,"{'Time': '1', 'Copper plate': '20', 'Steel plate': '10'}",{'Heat pipe': '1 '},"{'Prototype type': 'heat-pipe', 'Health': '200', 'Internal name': 'heat-pipe', 'Resistances': 'Explosion: 0/30%, Fire: 0/90%, Impact: 0/30%', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Required technologies': ['Nuclear power (research)'], 'Mining time': '0.1', 'Maximum temperature': '1000 °C', 'Map color': ['background-color:#006090'], 'Dimensions': '1×1'}"
Burner mining drill,"{'Time': '2', 'Iron plate': '3', 'Iron gear wheel': '3', 'Stone furnace': '1'}",{'Burner mining drill': '1 '},"{'Mining area': '2×2 tiles', 'Energy consumption': '150 kW (burner)', 'Required technologies': 'None required', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Prototype type': 'mining-drill', 'Health': '150', 'Internal name': 'burner-mining-drill', 'Dimensions': '2×2', 'Stack size': '50', 'Mining time': '0.3', 'Mining speed': '0.25', 'Map color': ['background-color:#006090'], 'Pollution': '12/m', 'Valid fuel': ['Wood', 'Coal', 'Solid fuel', 'Rocket fuel', 'Nuclear fuel']}"
Electric mining drill,"{'Time': '2', 'Electronic circuit': '3', 'Iron gear wheel': '5', 'Iron plate': '10'}",{'Electric mining drill': '1 '},"{'Mining area': '5×5 tiles', 'Energy consumption': '90 kW (electric)', 'Required technologies': 'None required', 'Module slots': '3 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Prototype type': 'mining-drill', 'Health': '300', 'Internal name': 'electric-mining-drill', 'Dimensions': '3×3', 'Stack size': '50', 'Mining time': '0.3', 'Mining speed': '0.5', 'Map color': ['background-color:#006090'], 'Pollution': '10/m'}"
Offshore pump,"{'Time': '0.5', 'Electronic circuit': '2', 'Iron gear wheel': '1', 'Pipe': '1'}",{'Offshore pump': '1 '},"{'Prototype type': 'offshore-pump', 'Health': '150', 'Internal name': 'offshore-pump', 'Resistances': 'Fire: 0/70%, Impact: 0/30%', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '20', 'Required technologies': 'None required', 'Mining time': '0.1', 'Map color': ['background-color:#006090'], 'Dimensions': '2×2'}"
Pumpjack,"{'Time': '5', 'Electronic circuit': '5', 'Iron gear wheel': '10', 'Pipe': '10', 'Steel plate': '5'}",{'Pumpjack': '1 '},"{'Mining area': '1 tiles', 'Energy consumption': '90 kW (electric)', 'Required technologies': ['Oil processing (research)'], 'Module slots': '2 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Prototype type': 'mining-drill', 'Health': '200', 'Storage size': '100', 'Dimensions': '3×3', 'Stack size': '20', 'Internal name': 'pumpjack', 'Mining time': '0.5', 'Mining speed': '1', 'Map color': ['background-color:#006090'], 'Pollution': '10/m'}"
Stone furnace,"{'Time': '0.5', 'Stone': '5'}",{'Stone furnace': '1 '},"{'Energy consumption': '90 kW (burner)', 'Crafting speed': '1', 'Required technologies': 'None required', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '2×2', 'Consumed by': ['Boiler', 'Burner mining drill'], 'Prototype type': 'furnace', 'Health': '200', 'Internal name': 'stone-furnace', 'Pollution': '2/m', 'Stack size': '50', 'Mining time': '0.2', 'Map color': ['background-color:#006090'], 'Resistances': 'Explosion: 0/30%, Fire: 0/90%, Impact: 0/30%', 'Valid fuel': ['Wood', 'Coal', 'Solid fuel', 'Rocket fuel', 'Nuclear fuel']}"
Steel furnace,"{'Time': '3', 'Stone brick': '10', 'Steel plate': '6'}",{'Steel furnace': '1 '},"{'Energy consumption': '90 kW (burner)', 'Crafting speed': '2', 'Required technologies': ['Advanced material processing (research)'], 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '2×2', 'Prototype type': 'furnace', 'Health': '300', 'Internal name': 'steel-furnace', 'Pollution': '4/m', 'Stack size': '50', 'Mining time': '0.2', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/100%', 'Valid fuel': ['Wood', 'Coal', 'Solid fuel', 'Rocket fuel', 'Nuclear fuel']}"
Electric furnace,"{'Time': '5', 'Advanced circuit': '5', 'Stone brick': '10', 'Steel plate': '10'}",{'Electric furnace': '1 '},"{'Energy consumption': '180 kW (electric)', 'Crafting speed': '2', 'Required technologies': ['Advanced material processing 2 (research)'], 'Module slots': '2 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '3×3', 'Consumed by': ['Production science pack'], 'Prototype type': 'furnace', 'Health': '350', 'Internal name': 'electric-furnace', 'Pollution': '1/m', 'Stack size': '50', 'Mining time': '0.2', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/80%', 'Drain': '6 kW (electric)'}"
Assembling machine 1,"{'Time': '0.5', 'Electronic circuit': '3', 'Iron gear wheel': '5', 'Iron plate': '9'}",{'Assembling machine 1': '1 '},"{'Energy consumption': '75 kW (electric)', 'Crafting speed': '0.5', 'Required technologies': ['Automation (research)'], 'Module slots': '0 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '3×3', 'Prototype type': 'assembling-machine', 'Health': '300', 'Internal name': 'assembling-machine-1', 'Pollution': '4/m', 'Stack size': '50', 'Mining time': '0.2', 'Cannot craft with liquids.': 'Map color', 'Consumed by': ['Assembling machine 2'], 'Resistances': 'Fire: 0/70%', 'Drain': '2.5 kW (electric)'}"
Assembling machine 2,"{'Electronic circuit': '3', 'Time': '0.5', 'Assembling machine 1': '1', 'Iron gear wheel': '5', 'Steel plate': '2'}",{'Assembling machine 2': '1 '},"{'Energy consumption': '150 kW (electric)', 'Crafting speed': '0.75', 'Required technologies': ['Automation 2 (research)'], 'Module slots': '2 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '3×3', 'Consumed by': ['Assembling machine 3'], 'Prototype type': 'assembling-machine', 'Health': '350', 'Internal name': 'assembling-machine-2', 'Pollution': '3/m', 'Stack size': '50', 'Mining time': '0.2', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/70%', 'Drain': '5.0 kW (electric)'}"
Assembling machine 3,"{'Time': '0.5', 'Assembling machine 2': '2', 'Speed module': '4'}",{'Assembling machine 3': '1 '},"{'Energy consumption': '375 kW (electric)', 'Crafting speed': '1.25', 'Required technologies': ['Automation 3 (research)'], 'Module slots': '4 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '3×3', 'Prototype type': 'assembling-machine', 'Health': '400', 'Internal name': 'assembling-machine-3', 'Pollution': '2/m', 'Stack size': '50', 'Mining time': '0.2', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/70%', 'Drain': '12.5 kW (electric)'}"
Oil refinery,"{'Steel plate': '15', 'Electronic circuit': '10', 'Time': '8', 'Iron gear wheel': '10', 'Pipe': '10', 'Stone brick': '10'}",{'Oil refinery': '1 '},"{'Energy consumption': '420 kW (electric)', 'Crafting speed': '1', 'Required technologies': ['Oil processing (research)'], 'Module slots': '3 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Prototype type': 'assembling-machine', 'Health': '350', 'Internal name': 'oil-refinery', 'Dimensions': '5×5', 'Stack size': '10', 'Mining time': '0.2', 'Map color': ['background-color:#006090'], 'Pollution': '6/m', 'Drain': '14 kW (electric)'}"
Chemical plant,"{'Time': '5', 'Electronic circuit': '5', 'Iron gear wheel': '5', 'Pipe': '5', 'Steel plate': '5'}",{'Chemical plant': '1 '},"{'Energy consumption': '210 kW (electric)', 'Crafting speed': '1', 'Required technologies': ['Oil processing (research)'], 'Module slots': '3 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Prototype type': 'assembling-machine', 'Health': '300', 'Internal name': 'chemical-plant', 'Dimensions': '3×3', 'Stack size': '10', 'Mining time': '0.1', 'Map color': ['background-color:#006090'], 'Pollution': '4/m', 'Drain': '7.0 kW (electric)'}"
Centrifuge,"{'Time': '4', 'Iron gear wheel': '100', 'Advanced circuit': '100', 'Concrete': '100', 'Steel plate': '50'}",{'Centrifuge': '1 '},"{'Energy consumption': '350 kW (electric)', 'Crafting speed': '1', 'Required technologies': ['Uranium processing (research)'], 'Module slots': '2 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Dimensions': '3×3', 'Prototype type': 'assembling-machine', 'Health': '350', 'Internal name': 'centrifuge', 'Pollution': '4/m', 'Stack size': '50', 'Mining time': '0.1', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/70%', 'Drain': '11.6 kW (electric)'}"
Lab,"{'Time': '2', 'Electronic circuit': '10', 'Iron gear wheel': '10', 'Transport belt': '4'}",{'Lab': '1 '},"{'Prototype type': 'lab', 'Health': '150', 'Energy consumption': '60 kW (electric)', 'Internal name': 'lab', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '10', 'Required technologies': 'None required', 'Mining time': '0.2', 'Module slots': '2 slots', 'Map color': ['background-color:#006090'], 'Dimensions': '3×3'}"
Beacon,"{'Time': '15', 'Electronic circuit': '20', 'Advanced circuit': '20', 'Steel plate': '10', 'Copper cable': '10'}",{'Beacon': '1 '},"{'Energy consumption': '480 kW (electric)', 'Supply area': '9 tiles', 'Required technologies': ['Effect transmission (research)'], 'Module slots': '2 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Prototype type': 'beacon', 'Health': '200', 'Internal name': 'beacon', 'Stack size': '10', 'Efficiency': '50%', 'Mining time': '0.2', 'Map color': ['background-color:#006090'], 'Dimensions': '3×3'}"
Speed module,"{'Time': '15', 'Electronic circuit': '5', 'Advanced circuit': '5'}",{'Speed module': '1 '},"{'Prototype type': 'module', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '+50%', 'Internal name': 'speed-module', 'Stack size': '50', 'Required technologies': ['Speed module (research)'], 'Consumed by': ['Assembling machine 3', 'Destroyer capsule', 'Rocket control unit', 'Speed module 2'], 'Speed': '+20%'}"
Speed module 2,"{'Time': '30', 'Processing unit': '5', 'Advanced circuit': '5', 'Speed module': '4'}",{'Speed module 2': '1 '},"{'Prototype type': 'module', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '+60%', 'Internal name': 'speed-module-2', 'Stack size': '50', 'Required technologies': ['Speed module 2 (research)'], 'Consumed by': ['Power armor MK2', 'Speed module 3'], 'Speed': '+30%'}"
Speed module 3,"{'Speed module 2': '5', 'Time': '60', 'Processing unit': '5', 'Advanced circuit': '5'}",{'Speed module 3': '1 '},"{'Prototype type': 'module', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '+70%', 'Internal name': 'speed-module-3', 'Stack size': '50', 'Required technologies': ['Speed module 3 (research)'], 'Speed': '+50%'}"
Efficiency module,"{'Time': '15', 'Electronic circuit': '5', 'Advanced circuit': '5'}",{'Efficiency module': '1 '},"{'Prototype type': 'module', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '-30%', 'Internal name': 'effectivity-module', 'Stack size': '50', 'Required technologies': ['Efficiency module (research)'], 'Consumed by': ['Efficiency module 2']}"
Efficiency module 2,"{'Time': '30', 'Processing unit': '5', 'Advanced circuit': '5', 'Efficiency module': '4'}",{'Efficiency module 2': '1 '},"{'Prototype type': 'module', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '-40%', 'Internal name': 'effectivity-module-2', 'Stack size': '50', 'Required technologies': ['Efficiency module 2 (research)'], 'Consumed by': ['Efficiency module 3', 'Power armor MK2']}"
Efficiency module 3,"{'Time': '60', 'Processing unit': '5', 'Advanced circuit': '5', 'Efficiency module 2': '5'}",{'Efficiency module 3': '1 '},"{'Prototype type': 'module', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '−50%', 'Internal name': 'effectivity-module-3', 'Stack size': '50', 'Required technologies': ['Efficiency module 3 (research)']}"
Productivity module,"{'Time': '15', 'Electronic circuit': '5', 'Advanced circuit': '5'}",{'Productivity module': '1 '},"{'Prototype type': 'module', 'Speed': '−15%', 'Energy consumption': '+40%', 'Internal name': 'productivity-module', 'Productivity': '+4%', 'Stack size': '50', 'Required technologies': ['Productivity module (research)'], 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Pollution': '+5%', 'Consumed by': ['Production science pack', 'Productivity module 2']}"
Productivity module 2,"{'Time': '30', 'Processing unit': '5', 'Advanced circuit': '5', 'Productivity module': '4'}",{'Productivity module 2': '1 '},"{'Prototype type': 'module', 'Speed': '−15%', 'Energy consumption': '+60%', 'Internal name': 'productivity-module-2', 'Productivity': '+6%', 'Stack size': '50', 'Required technologies': ['Productivity module 2 (research)'], 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Pollution': '+7%', 'Consumed by': ['Productivity module 3']}"
Productivity module 3,"{'Productivity module 2': '5', 'Time': '60', 'Processing unit': '5', 'Advanced circuit': '5'}",{'Productivity module 3': '1 '},"{'Prototype type': 'module', 'Speed': '−15%', 'Energy consumption': '+80%', 'Internal name': 'productivity-module-3', 'Productivity': '+10%', 'Stack size': '50', 'Required technologies': ['Productivity module 3 (research)'], 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Pollution': '+10%'}"
Coal,No Ingredients,No Products,"{'Used as fuel by': ['Burner inserter', 'Burner mining drill', 'Boiler', 'Stone furnace', 'Steel furnace', 'Locomotive', 'Car', 'Tank'], 'Prototype type': 'resource', 'Produced by': ['Crafting#Manual crafting', 'Burner mining drill', 'Electric mining drill'], 'Internal name': 'coal', 'Stack size': '50', 'Required technologies': 'None required', 'Mining time': '1', 'Fuel value': '4 MJ (burner)', 'Map color': ['background-color:#000000'], 'Vehicle acceleration': '100%', 'Consumed by': ['Coal liquefaction', 'Explosives', 'Grenade', 'Plastic bar', 'Poison capsule', 'Slowdown capsule']}"
Stone,No Ingredients,No Products,"{'Prototype type': 'resource', 'Produced by': ['Crafting#Manual crafting', 'Burner mining drill', 'Electric mining drill'], 'Internal name': 'stone', 'Stack size': '50', 'Required technologies': 'None required', 'Mining time': '1', 'Map color': ['background-color:#b09868'], 'Consumed by': ['Landfill', 'Rail', 'Stone brick', 'Stone furnace']}"
Iron ore,No Ingredients,No Products,"{'Prototype type': 'resource', 'Produced by': ['Crafting#Manual crafting', 'Burner mining drill', 'Electric mining drill'], 'Internal name': 'iron-ore', 'Stack size': '50', 'Required technologies': 'None required', 'Mining time': '1', 'Map color': ['background-color:#688290'], 'Consumed by': ['Concrete', 'Iron plate']}"
Copper ore,No Ingredients,No Products,"{'Prototype type': 'resource', 'Produced by': ['Crafting#Manual crafting', 'Burner mining drill', 'Electric mining drill'], 'Internal name': 'copper-ore', 'Stack size': '50', 'Required technologies': 'None required', 'Mining time': '1', 'Map color': ['background-color:#c86230'], 'Consumed by': ['Copper plate']}"
Uranium ore,No Ingredients,No Products,"{'Prototype type': 'resource', 'Produced by': ['Electric mining drill'], 'Internal name': 'uranium-ore', 'Stack size': '50', 'Required technologies': 'None required', 'Mining time': '2', 'Map color': ['background-color:#00b200'], 'Consumed by': ['Uranium processing']}"
Crude oil,No Ingredients,No Products,"{'Prototype type': 'fluid', 'Produced by': ['Pumpjack'], 'Internal name': 'crude-oil', 'Used as ammunition by': ['Flamethrower turret'], 'Required technologies': ['Oil processing (research)'], 'Mining time': '1', 'Map color': ['background-color:#c032c0'], 'Consumed by': ['Petroleum gas', 'Light oil', 'Heavy oil', 'Fill crude oil barrel']}"
Lubricant,"{'Time': '1', 'Heavy oil': '10'}",{'Lubricant': '10'},"{'Prototype type': 'fluid', 'Required technologies': ['Lubricant (research)'], 'Internal name': 'lubricant', 'Produced by': ['Chemical plant'], 'Consumed by': ['Express transport belt', 'Express underground belt', 'Express splitter', 'Electric engine unit', 'Fill lubricant barrel']}"
